Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
967,5,9,55,60,77,69,101,85,71,62,48,22,26,12,8,8,3,5,1,3
968,11,20,24,36,32,41,72,69,77,98,61,55,33,23,27,18,13,10,7,4
969,5,4,16,36,108,160,116,98,87,49,17,4,3,1,1,1,NA,NA,NA,NA
970,27,52,34,13,18,39,86,113,82,77,44,63,37,21,17,5,2,1,1,NA
971,1,2,22,172,128,161,107,59,39,23,5,2,1,1,1,NA,NA,NA,NA,NA
972,49,61,109,141,119,85,33,29,17,7,1,1,1,NA,NA,NA,NA,NA,NA,NA
973,18,60,123,119,103,79,71,46,42,23,14,9,7,5,2,3,1,3,2,NA
974,10,25,39,68,73,62,56,59,51,29,32,27,19,19,19,2,1,2,2,3
975,2,3,4,17,73,124,101,94,101,71,60,32,22,16,4,4,1,1,NA,NA
976,4,40,50,49,112,75,58,66,62,60,35,25,20,21,22,16,9,3,1,2
977,10,104,130,79,36,53,43,42,28,17,14,11,10,10,3,5,1,2,1,NA
978,12,44,98,106,73,56,68,76,42,40,24,25,17,16,8,3,8,7,5,3
979,12,48,145,118,53,74,95,68,36,22,17,25,9,5,2,2,1,1,NA,NA
980,3,1,14,54,139,118,64,66,69,56,41,30,11,17,17,13,7,8,2,NA
981,12,47,106,80,76,58,75,70,54,34,24,17,16,17,14,11,8,3,5,4
982,4,19,60,113,99,74,66,66,67,49,29,20,9,7,13,8,14,10,2,2
983,2,65,114,156,143,119,60,32,18,12,3,1,NA,NA,NA,NA,NA,NA,NA,NA
984,2,1,3,11,101,122,69,86,108,86,48,33,26,15,5,7,2,1,1,NA
985,18,52,95,111,119,128,72,50,28,21,13,4,4,4,2,1,1,4,1,NA
986,1,4,63,117,148,95,74,76,55,31,16,11,14,7,5,3,3,NA,NA,NA
987,25,53,26,48,93,87,78,96,75,35,30,21,23,13,16,6,3,4,2,1
988,4,7,27,37,80,103,92,81,70,66,62,31,36,18,9,7,4,1,NA,NA
989,1,4,26,34,38,61,73,66,56,68,54,32,31,22,16,9,2,2,3,NA
990,19,39,72,98,72,56,52,71,62,51,36,35,22,15,11,10,5,4,1,NA
991,5,21,41,54,51,63,59,69,67,86,53,51,36,27,19,9,6,4,6,3
992,2,5,16,58,33,34,49,75,87,65,63,58,55,45,27,21,8,15,10,4
993,8,44,92,100,79,88,86,73,45,30,25,19,23,6,8,2,1,2,NA,NA
994,7,64,68,123,102,69,62,80,56,30,26,14,13,8,2,4,1,1,NA,NA
995,6,37,57,89,73,71,55,62,57,48,45,32,32,19,12,9,8,10,6,3
996,33,91,130,109,98,88,66,25,32,15,15,6,2,3,1,3,1,NA,NA,NA
997,11,32,83,99,79,73,97,51,63,40,28,23,11,14,8,11,4,1,2,2
998,1,1,4,13,66,124,114,92,78,67,52,38,25,28,9,8,4,2,2,NA
999,8,65,73,84,81,54,51,63,78,59,30,20,19,16,19,3,3,3,2,NA
1000,3,11,26,48,60,66,70,66,61,41,39,37,21,17,5,11,9,4,2,1
1001,44,58,100,122,75,71,86,62,35,22,26,16,7,3,2,2,1,1,NA,NA
1002,29,67,72,82,86,116,90,50,34,36,20,19,16,9,3,4,1,1,NA,NA
1003,6,10,63,114,112,87,72,75,52,42,23,28,21,13,4,5,2,1,NA,NA
1004,1,8,38,91,63,54,69,78,60,42,27,25,11,17,5,3,2,1,2,1
1005,3,11,35,109,115,93,75,64,60,28,31,35,22,19,10,10,6,2,1,1
1006,11,42,87,79,89,78,81,72,41,36,29,29,13,14,12,9,3,3,1,2
1007,4,25,63,68,49,57,74,89,81,83,45,28,22,14,12,7,7,4,1,2
1008,7,51,89,101,91,44,43,57,46,50,37,29,19,23,13,13,11,5,5,1
1009,11,38,40,59,71,96,72,53,51,37,26,15,12,8,4,1,1,1,1,1
1010,9,56,60,56,64,58,94,104,86,46,28,22,16,9,9,6,6,3,1,2
1011,2,2,19,62,96,108,115,97,63,50,37,25,21,15,10,5,1,1,1,NA
1012,1,2,10,24,57,68,66,65,78,67,63,35,19,11,11,10,4,2,4,1
1013,11,30,58,38,54,94,108,81,71,44,39,31,15,9,19,15,8,2,2,1
1014,6,65,44,21,61,93,96,95,85,45,42,30,24,14,3,4,2,NA,NA,NA
1015,2,1,17,83,96,98,75,73,79,61,43,33,23,23,11,4,1,5,1,1
1016,4,9,53,128,120,66,38,60,67,51,32,22,19,14,16,15,8,5,3,NA
1017,2,4,32,97,160,131,133,74,52,28,6,1,NA,NA,NA,NA,NA,NA,NA,NA
1018,10,35,56,83,89,80,85,77,58,36,36,21,17,12,14,5,7,5,5,2
1019,2,27,105,96,96,104,63,32,22,20,13,7,6,4,1,1,NA,NA,NA,NA
1020,10,16,37,63,64,62,48,65,67,73,59,55,32,29,22,12,4,8,5,1
1021,12,77,132,150,156,93,65,20,13,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1022,17,66,100,100,86,67,70,56,36,21,23,22,17,12,10,13,7,2,2,3
1023,24,63,74,78,81,87,79,71,38,34,22,21,17,10,8,12,6,3,1,2
1024,11,55,70,61,55,75,115,103,43,60,24,24,14,11,4,7,1,1,1,NA
1025,3,1,4,38,72,114,98,76,56,72,65,43,33,22,13,11,3,2,1,NA
1026,4,2,14,85,116,102,60,60,51,53,58,43,26,25,13,16,1,1,NA,NA
1027,8,31,102,112,59,52,52,55,35,25,18,20,12,10,3,1,2,1,1,NA
1028,29,112,164,69,85,74,66,43,31,14,25,6,7,1,2,1,1,NA,NA,NA
1029,47,69,7,3,4,33,83,127,95,81,54,45,31,26,17,6,2,1,NA,NA
1030,7,44,53,18,19,48,86,74,59,71,63,51,27,46,24,15,15,5,3,3
1031,6,22,73,130,92,69,67,66,60,28,24,18,19,17,14,12,9,3,1,NA
1032,14,60,35,21,43,88,91,76,79,48,49,36,38,18,16,8,5,4,2,NA
1033,5,22,36,73,91,82,51,42,71,72,49,29,26,28,17,16,10,7,5,3
1034,11,71,37,4,6,33,95,106,93,77,43,18,32,27,24,23,12,12,6,1
1035,21,62,35,7,13,44,89,86,75,64,66,41,23,25,30,22,9,11,5,3
1036,2,9,36,63,66,98,105,97,96,60,33,36,8,8,6,3,1,1,1,1
1037,5,10,37,76,101,89,102,79,58,55,35,15,22,20,14,8,2,2,1,NA
1038,9,31,39,34,48,58,67,70,60,47,36,23,17,12,23,8,4,5,3,4
1039,2,1,2,2,33,138,121,163,112,66,40,17,14,6,2,2,1,NA,NA,NA
1040,1,2,12,89,180,97,101,89,56,23,22,27,17,9,3,1,1,NA,NA,NA
1041,5,6,21,52,36,52,46,40,50,59,38,59,54,26,20,11,13,4,2,4
1042,11,34,76,87,109,95,82,72,48,34,22,23,14,9,7,3,2,1,1,NA
1043,1,7,29,56,88,62,83,64,92,69,54,46,26,15,13,9,5,5,4,3
1044,1,1,6,44,80,89,72,99,109,79,45,26,30,20,13,5,5,2,2,NA
1045,4,18,25,27,37,57,55,84,113,104,98,58,53,34,21,15,10,8,5,5
1046,1,1,19,62,109,112,57,49,61,82,51,32,18,29,14,13,14,4,1,2
1047,4,42,127,126,73,82,83,71,39,34,20,14,5,4,1,1,1,NA,NA,NA
1048,2,16,70,121,100,70,94,85,51,33,26,21,18,8,11,3,1,3,1,NA
1049,3,9,38,62,79,79,63,45,52,50,38,29,23,16,4,3,3,1,1,NA
1050,3,12,45,86,89,104,84,91,72,38,34,27,21,11,6,4,3,1,1,NA
1051,21,70,95,105,70,68,77,64,60,37,22,9,6,3,5,2,2,1,NA,NA
1052,2,3,26,52,90,94,84,60,78,59,44,35,22,18,18,15,8,8,11,3
1053,14,52,99,126,64,37,52,55,44,29,33,35,24,25,12,11,12,7,2,2
1054,14,56,43,36,73,73,82,69,72,58,35,28,19,19,19,14,13,6,4,2
1055,13,48,95,74,61,72,64,76,67,39,32,24,23,15,9,11,5,3,1,2
1056,20,30,81,80,80,76,74,52,38,28,9,12,7,6,1,2,2,1,NA,NA
1057,2,9,23,63,67,59,96,91,101,80,55,37,23,13,5,3,2,2,3,1
1058,4,12,56,68,76,78,72,62,52,60,56,40,31,27,15,16,2,1,2,NA
1059,12,48,74,61,67,80,77,73,77,45,34,28,17,14,10,10,3,2,3,NA
1060,2,1,28,92,119,89,63,83,80,39,35,21,20,22,17,11,2,3,2,1
1061,1,5,9,17,60,85,88,74,88,77,62,62,28,20,16,13,10,5,5,3
1062,1,1,30,69,123,90,41,56,49,60,52,43,35,28,19,13,10,8,2,NA
1063,16,55,99,113,78,61,66,57,56,26,25,9,16,10,20,15,8,2,1,2
1064,1,1,1,5,30,91,128,105,78,62,69,44,34,31,27,8,9,3,3,NA
1065,3,23,31,27,24,36,59,76,71,53,43,48,29,38,23,8,4,1,1,NA
1066,1,2,2,7,27,48,118,136,120,84,54,44,27,28,17,9,2,4,NA,NA
1067,1,2,12,28,63,84,61,83,56,53,40,36,29,10,13,13,8,4,2,NA
1068,1,5,17,30,74,77,78,93,104,78,48,44,26,18,8,8,8,6,2,3
1069,23,56,30,24,66,84,89,73,53,32,28,47,46,38,25,7,2,6,2,2
1070,18,48,72,70,48,56,78,83,66,50,30,25,17,13,16,18,9,9,3,6
1071,6,13,35,52,71,79,50,58,66,58,51,37,38,26,30,24,10,17,11,3
1072,3,2,24,68,27,16,59,90,71,63,65,78,45,37,18,21,21,12,7,3
1073,12,49,96,128,126,96,67,57,41,22,13,7,6,2,4,2,2,NA,NA,NA
1074,9,45,75,114,95,89,85,71,49,29,21,16,14,10,4,2,1,1,1,NA
1075,4,5,11,38,52,59,75,81,78,57,80,64,31,33,19,22,10,10,4,2
1076,1,5,46,115,115,119,100,72,53,30,24,23,11,5,4,3,2,1,1,NA
1077,3,11,28,56,70,72,76,60,61,51,63,48,39,21,21,16,11,12,6,5
1078,2,30,89,156,101,52,56,59,44,45,33,24,10,14,4,5,2,2,NA,NA
1079,4,30,123,120,79,52,43,47,63,49,38,25,25,17,10,5,1,1,NA,NA
1080,2,2,5,31,42,77,72,82,86,59,43,30,24,17,11,9,2,3,1,NA
1081,11,12,43,40,14,35,51,54,69,67,74,46,53,39,25,33,15,9,2,3
1082,3,8,25,32,79,81,97,69,67,56,52,35,36,26,22,14,12,6,6,5
1083,2,6,14,38,89,92,91,107,84,70,60,33,17,16,5,4,2,1,1,NA
1084,1,5,15,60,130,148,100,100,63,33,32,17,15,9,1,2,1,1,NA,NA
1085,14,31,44,78,70,84,45,49,53,72,53,43,33,22,15,12,7,3,5,2
1086,13,53,84,60,57,74,64,69,47,37,38,35,32,17,9,16,6,8,7,6
1087,12,29,55,76,83,77,86,66,75,44,34,23,20,18,11,10,6,5,4,1
1088,2,5,13,54,66,67,113,68,57,85,73,38,33,20,19,10,5,1,1,NA
1089,1,1,1,1,6,40,90,89,115,130,83,57,37,36,20,13,7,3,NA,NA
1090,55,53,11,7,36,101,96,91,68,61,44,44,17,20,14,6,4,1,2,NA
1091,3,23,81,115,82,57,64,64,65,49,29,22,12,14,21,10,11,5,3,5
1092,6,3,14,30,47,67,57,58,49,48,44,39,44,39,25,12,4,5,2,5
1093,1,1,21,96,121,127,128,105,56,43,8,13,6,2,3,NA,NA,NA,NA,NA
1094,4,6,15,44,56,60,62,51,49,41,43,43,38,33,18,20,6,2,5,2
1095,6,31,29,33,63,97,73,85,69,63,49,41,18,25,23,16,6,3,1,2
1096,21,66,102,130,100,63,62,42,38,32,17,14,13,14,9,3,2,1,1,NA
1097,9,23,52,57,65,91,134,131,110,68,42,25,24,17,11,7,5,1,5,3
1098,38,60,19,7,10,47,77,72,95,69,56,51,30,23,26,23,9,7,7,5
1099,6,14,24,26,38,78,128,131,110,99,63,34,27,23,14,12,4,3,2,2
1100,2,13,90,188,102,103,84,59,37,24,14,3,2,1,NA,NA,NA,NA,NA,NA
1101,1,15,76,116,99,68,48,76,77,35,29,16,11,18,18,12,9,8,3,NA
1102,6,12,41,78,61,70,83,58,53,39,24,27,16,13,6,8,2,1,NA,NA
1103,3,4,10,35,73,99,78,84,80,71,56,42,29,19,17,17,8,3,3,1
1104,1,7,31,49,46,58,58,63,60,75,49,43,22,14,7,7,3,3,1,1
1105,7,37,72,96,108,72,62,75,50,32,29,26,13,11,15,8,7,4,1,5
1106,6,27,54,27,14,38,80,99,87,87,67,44,30,25,20,10,8,7,3,2
1107,32,103,112,82,66,65,47,23,24,14,11,13,4,1,1,1,NA,NA,NA,NA
1108,25,85,13,19,84,113,52,45,67,60,37,21,25,28,11,12,11,14,9,NA
1109,1,5,31,82,93,74,50,41,41,39,29,31,27,17,10,9,11,4,3,NA
1110,8,41,71,122,83,54,57,67,54,40,28,27,15,14,17,6,14,11,2,3
1111,2,22,28,87,92,91,100,95,62,49,32,19,24,13,9,1,1,1,1,1
1112,28,86,123,121,97,61,41,55,38,19,20,9,9,8,7,2,1,2,1,2
1113,7,36,96,115,101,81,92,63,52,32,16,23,10,5,2,2,1,1,NA,NA
1114,7,9,20,40,67,85,80,91,94,88,57,29,17,12,17,9,6,2,1,4
1115,1,10,47,59,75,64,79,73,93,69,54,36,26,14,14,5,6,5,2,NA
