Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
380,1,1,6,10,11,19,16,31,37,36,34,28,33,20,26,20,21,30,26,20,24,29,28,19,24,23,23,12,12,16,6,17,12,7,8,9,7,4,6,7,1,2,2,1,2,1,1,1,NA,NA
381,2,4,13,16,28,20,19,6,8,2,6,3,8,7,23,26,35,35,33,40,46,28,35,37,43,24,20,13,21,15,14,10,13,10,11,9,10,7,8,5,9,5,1,2,1,NA,NA,NA,NA,NA
382,2,5,9,24,40,40,40,52,24,33,25,26,16,20,11,13,16,24,25,25,21,23,22,28,23,21,11,15,3,12,5,10,8,6,8,5,7,6,2,6,3,5,2,2,2,2,1,1,1,NA
383,2,1,4,4,9,17,22,24,16,35,29,28,31,28,28,33,38,33,31,34,41,34,30,23,24,22,6,13,13,13,12,3,9,8,6,6,5,5,3,1,2,2,1,1,1,NA,NA,NA,NA,NA
384,1,4,8,22,17,22,17,16,13,13,25,22,32,41,52,47,38,34,29,45,36,21,22,17,18,10,11,16,13,10,12,8,8,2,4,7,5,2,4,1,2,2,1,1,2,NA,NA,NA,NA,NA
385,2,2,8,12,20,22,30,29,16,20,23,14,14,19,23,27,27,34,32,26,22,22,25,15,16,3,11,10,5,15,8,7,7,8,4,5,2,3,1,3,1,2,1,2,NA,NA,NA,NA,NA,NA
386,4,11,25,32,30,41,42,45,49,47,48,47,36,25,17,22,15,16,23,25,17,15,15,16,10,6,3,6,9,4,3,6,1,3,2,4,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
387,1,1,1,1,4,4,24,46,69,65,60,36,25,29,32,32,28,38,25,27,26,23,18,18,6,13,17,13,7,11,6,2,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,4,1,9,14,27,32,48,58,67,34,32,25,24,15,20,20,24,25,20,21,24,22,12,14,17,10,16,9,5,4,6,8,4,5,11,6,8,4,3,3,1,6,1,4,1,2,1,1,1
389,1,1,3,4,6,5,14,22,17,34,15,16,22,36,31,37,35,28,40,39,36,26,23,37,26,29,16,19,14,11,23,14,13,8,10,5,1,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA
390,1,1,3,2,5,11,11,20,40,33,40,50,50,36,26,22,22,33,32,25,28,20,19,24,21,13,17,17,13,11,8,11,4,10,5,10,5,6,4,3,5,6,1,2,1,2,1,1,NA,NA
391,1,3,14,34,46,19,16,48,64,71,59,64,68,42,39,26,22,20,18,14,11,7,5,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,4,4,12,20,30,20,17,15,9,21,35,45,43,39,35,24,27,22,34,30,28,19,16,28,15,12,14,14,10,5,8,11,2,5,5,1,5,9,13,5,3,2,4,2,1,3,2,2,NA,NA
393,1,1,1,1,3,8,22,47,47,49,48,69,68,64,56,56,44,27,19,20,12,12,9,11,9,9,5,6,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,3,2,1,1,7,7,22,26,35,29,30,26,16,35,22,27,50,48,44,39,32,28,31,28,26,11,21,17,10,10,14,4,5,6,4,5,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
395,1,1,1,1,2,5,15,15,25,21,13,15,13,18,20,29,27,36,38,42,55,37,22,26,33,24,31,22,20,26,10,15,15,15,7,4,8,7,2,3,1,3,3,1,1,1,NA,NA,NA,NA
396,3,8,25,24,21,17,10,8,5,7,8,11,17,33,51,34,34,46,37,31,27,21,29,21,18,21,17,19,14,15,11,11,7,15,8,8,8,5,9,4,3,5,3,1,1,NA,NA,NA,NA,NA
397,1,1,1,2,4,12,18,29,67,49,60,41,46,29,27,25,19,19,25,28,22,20,17,18,20,9,12,13,12,14,10,10,6,7,10,4,4,6,4,3,1,1,4,NA,NA,NA,NA,NA,NA,NA
398,1,3,6,11,27,43,36,38,41,25,30,40,35,37,33,41,36,28,37,24,38,25,11,13,16,9,12,5,5,7,6,4,3,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,1,1,1,1,3,16,25,26,37,54,53,39,38,33,35,22,33,24,25,27,24,8,9,18,5,9,7,5,5,4,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,3,4,19,22,24,26,41,55,58,61,36,34,16,29,29,27,28,31,30,19,13,16,14,9,18,4,15,7,4,11,11,6,1,3,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
401,10,12,30,36,20,7,5,1,2,5,12,28,39,41,50,59,41,40,35,33,31,35,24,14,16,17,14,12,5,12,9,5,7,5,5,2,3,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
402,1,2,2,4,11,15,21,28,26,21,25,29,24,41,33,24,45,38,34,36,35,30,21,19,31,23,18,13,11,11,9,4,7,6,5,4,7,3,3,1,3,1,2,1,1,1,1,NA,NA,NA
403,1,1,4,5,9,16,19,18,12,17,21,14,16,30,29,33,34,34,39,26,30,44,29,23,32,25,19,23,14,15,16,13,8,9,11,10,5,6,3,5,2,3,1,4,2,NA,NA,NA,NA,NA
404,1,5,23,35,36,15,14,26,46,73,62,57,58,48,38,38,31,23,27,20,14,4,5,4,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,7,5,23,41,47,76,70,46,34,21,21,11,22,19,24,31,29,26,21,21,14,11,21,8,5,6,5,10,8,7,4,7,2,5,8,2,3,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
406,4,1,4,2,3,10,10,16,27,20,26,22,40,42,37,31,32,25,28,36,32,33,28,28,25,27,23,15,15,11,15,7,10,5,3,8,6,4,1,2,7,2,1,1,1,1,1,2,NA,NA
407,1,1,2,1,2,7,15,18,19,21,23,34,22,26,16,39,36,23,44,30,24,24,29,24,21,14,10,12,12,8,10,4,6,4,2,1,1,1,5,2,1,1,1,1,NA,NA,NA,NA,NA,NA
408,2,5,4,11,16,17,32,40,30,31,24,26,21,16,20,34,18,25,55,26,33,35,19,19,24,17,15,11,12,14,12,3,10,4,4,8,10,2,1,6,1,5,4,2,1,2,1,NA,NA,NA
409,1,1,5,12,24,41,39,49,29,35,50,38,48,55,35,50,23,30,29,22,23,19,15,17,9,9,5,6,2,2,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,2,1,1,1,1,1,3,13,24,46,37,68,52,48,31,29,14,21,15,25,18,27,24,31,23,19,22,15,8,11,11,9,11,6,8,10,5,8,4,7,3,2,8,2,1,3,1,NA,NA,NA
411,1,9,6,11,16,21,35,27,26,19,33,24,17,24,35,44,51,36,28,34,28,23,26,23,12,13,6,11,10,6,7,6,9,8,6,6,2,4,4,8,4,3,3,1,3,1,1,1,NA,NA
412,1,1,3,6,7,10,20,24,28,27,27,32,29,28,26,25,32,20,21,18,15,17,25,23,19,10,10,12,10,9,11,14,13,8,2,4,2,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
413,1,1,6,5,8,14,6,18,18,19,18,21,29,28,24,25,20,35,26,33,31,20,21,14,27,17,12,12,13,12,9,8,9,8,7,9,2,4,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
414,1,2,4,11,8,14,19,34,29,29,27,28,25,41,41,41,39,44,40,26,34,22,25,27,17,22,17,13,7,6,7,8,4,3,4,2,1,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
415,1,1,2,1,1,1,2,2,7,8,10,16,31,37,44,31,44,55,62,59,55,36,44,29,30,22,17,27,8,11,8,8,5,4,1,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,4,12,18,11,18,27,33,39,53,43,39,39,23,29,25,25,30,32,21,21,16,26,15,14,9,15,10,8,5,5,14,4,9,6,8,8,3,3,1,6,2,3,1,1,1,NA,NA,NA,NA,NA
417,1,2,2,11,13,17,29,47,48,51,42,48,32,35,38,42,30,19,31,26,23,25,9,12,23,10,16,9,9,3,6,4,5,3,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,2,1,4,13,21,28,25,16,8,17,22,32,40,33,29,24,20,26,16,18,32,21,24,25,29,22,30,13,13,17,13,15,12,9,6,7,5,9,7,3,5,2,3,2,1,3,1,3,NA,NA
419,3,1,12,12,11,34,29,45,43,48,43,40,31,30,27,27,30,30,32,34,15,17,22,13,12,13,6,8,8,9,4,10,10,8,4,3,1,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
420,1,1,2,5,7,8,14,19,17,30,30,33,35,36,27,32,32,32,32,24,24,18,26,16,13,16,7,6,9,10,3,4,9,2,3,6,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
421,2,1,7,13,17,22,34,33,39,41,34,45,45,54,40,38,30,22,31,28,16,21,16,12,17,11,12,8,8,5,7,5,3,3,1,2,3,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
422,5,3,4,7,10,14,19,27,30,30,27,35,29,30,41,29,39,34,31,28,29,38,28,19,17,13,19,15,8,11,11,7,5,7,6,3,8,3,4,2,1,5,1,1,2,NA,NA,NA,NA,NA
423,1,3,2,4,2,2,3,8,13,17,22,24,37,40,54,46,53,38,45,51,44,41,38,40,38,24,15,18,23,18,13,12,12,8,10,13,9,9,2,4,4,4,4,1,3,3,2,3,NA,NA
424,4,12,16,33,56,46,54,62,61,65,52,37,40,36,27,22,20,17,12,8,13,7,7,6,2,1,2,1,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,3,1,4,8,16,16,20,27,18,18,20,37,40,39,47,45,38,42,35,41,16,29,30,22,20,11,15,15,9,12,8,4,5,2,4,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
426,2,1,1,1,1,3,6,21,27,46,66,68,49,43,31,25,27,28,24,20,16,18,20,23,20,15,19,15,10,13,13,12,12,5,6,9,1,3,2,3,1,1,2,1,NA,NA,NA,NA,NA,NA
427,8,15,32,57,69,49,40,25,16,21,20,29,22,22,19,20,16,15,10,14,11,10,9,7,7,2,5,6,4,3,1,3,2,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,2,1,4,1,4,11,16,14,19,18,36,21,33,29,39,33,38,37,28,27,23,21,24,18,11,8,8,13,5,7,6,8,9,6,4,1,2,2,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA
429,1,2,2,4,8,13,26,25,33,20,29,33,48,31,34,37,38,22,37,23,12,13,17,17,9,10,10,12,2,5,5,4,1,3,3,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,1,1,5,5,6,13,9,14,30,17,23,18,16,28,23,38,39,26,36,29,33,20,21,20,17,11,11,9,14,7,5,8,7,10,6,1,5,4,1,2,1,2,1,2,1,1,1,NA,NA,NA
431,1,2,3,4,11,9,25,24,36,29,45,36,45,33,34,29,33,35,35,26,30,29,24,20,19,19,13,12,7,9,6,9,6,6,2,5,2,5,2,3,1,2,2,1,1,NA,NA,NA,NA,NA
432,2,6,4,5,7,13,12,20,18,7,14,3,8,5,15,22,26,29,40,36,33,28,27,29,26,38,43,28,21,21,29,20,15,9,11,10,16,8,5,6,4,5,5,1,2,1,1,1,NA,NA
433,3,3,1,6,10,21,12,15,4,2,1,4,11,15,25,20,31,20,26,36,51,43,34,50,35,45,37,35,26,20,27,23,17,16,17,8,12,15,7,5,5,4,7,2,4,1,1,NA,NA,NA
434,1,1,1,1,8,4,15,17,15,30,22,25,23,31,18,29,36,32,32,27,26,32,32,29,15,23,22,16,6,3,5,3,3,4,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,2,2,2,17,12,12,15,17,21,39,28,27,35,37,36,32,41,33,35,37,18,30,33,15,17,20,15,8,18,12,8,3,5,7,7,4,4,6,4,4,3,2,2,2,2,1,NA,NA,NA,NA
436,2,6,14,27,30,23,30,38,46,32,29,28,19,41,16,33,42,30,25,28,28,15,14,25,10,15,7,5,7,8,11,9,8,3,8,5,2,3,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
437,2,8,10,11,22,19,31,30,22,37,37,35,32,17,32,37,28,34,36,31,21,22,24,19,13,14,21,9,10,9,11,11,6,7,2,2,2,3,3,1,2,1,1,4,1,1,NA,NA,NA,NA
438,7,18,34,45,59,73,58,42,24,33,25,33,39,35,29,37,15,22,14,12,12,8,7,6,7,8,5,3,4,4,2,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,2,3,1,9,16,36,37,43,50,30,45,37,25,29,17,21,26,37,30,31,29,17,14,11,12,11,9,10,10,6,4,4,6,6,7,5,6,2,7,5,6,5,4,3,6,2,3,NA,NA,NA
440,1,1,7,11,11,19,11,30,20,26,31,33,34,31,22,38,26,25,24,20,28,26,18,31,19,23,18,21,10,17,12,12,15,9,8,11,5,3,1,3,4,3,4,1,1,2,1,1,NA,NA
441,2,1,3,3,11,18,27,26,29,32,24,30,25,29,27,33,33,35,37,33,32,33,25,26,24,25,14,13,17,8,11,8,6,2,2,7,3,4,1,1,3,2,2,1,1,1,NA,NA,NA,NA
442,3,2,11,22,22,33,38,35,38,27,14,8,14,11,20,34,30,31,42,34,40,37,26,21,19,16,15,9,10,11,9,5,9,8,5,5,2,3,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA
443,2,1,2,12,20,26,28,40,37,44,36,22,20,22,22,12,19,24,25,16,29,26,27,22,24,24,17,14,14,10,10,11,5,9,5,5,6,7,7,2,5,6,3,3,2,5,2,1,NA,NA
444,1,1,6,15,12,24,26,31,30,41,52,38,55,46,38,48,42,27,29,28,18,12,13,15,19,10,10,6,10,5,6,6,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,2,1,1,2,1,4,8,9,25,34,32,46,44,50,42,54,44,45,40,41,39,30,34,17,16,18,17,8,6,4,2,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,1,2,5,24,28,22,26,10,12,15,14,28,37,35,55,34,28,24,27,32,38,19,30,26,13,24,18,13,9,12,13,6,5,9,9,4,5,6,3,3,4,1,1,NA,NA,NA,NA,NA,NA,NA
447,2,1,10,11,11,14,20,17,30,28,37,33,35,40,39,34,24,42,30,24,20,26,20,22,19,13,11,12,5,9,8,4,8,10,7,6,9,6,2,11,2,6,1,4,2,5,2,3,NA,NA
448,1,2,4,3,6,14,23,16,24,16,12,13,16,15,42,36,40,31,36,28,24,35,24,30,33,23,17,23,17,15,11,8,15,8,9,7,7,9,1,6,6,2,7,3,3,2,5,1,1,NA
449,1,1,4,3,17,27,31,32,46,44,49,48,36,29,27,34,27,27,22,23,21,33,16,23,17,9,13,10,10,13,9,10,5,5,2,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,3,4,8,8,17,20,21,27,22,19,26,20,14,24,22,16,34,29,31,31,28,39,32,21,27,24,23,19,14,17,11,12,9,10,8,6,5,4,6,4,2,3,4,1,1,1,1,NA,NA,NA
451,1,1,1,1,2,1,6,12,27,44,52,57,48,71,45,52,47,53,39,30,21,25,15,14,20,7,14,4,7,2,1,3,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,3,4,8,16,19,20,24,31,39,37,32,26,28,23,19,30,27,31,28,37,33,29,19,16,20,25,19,21,13,12,8,9,3,4,4,6,1,1,1,1,4,1,1,1,1,NA,NA,NA,NA,NA
453,3,2,6,6,8,12,9,14,22,29,40,48,56,65,53,50,39,47,39,34,34,37,22,18,16,16,11,10,14,9,11,9,9,8,5,3,2,6,1,3,3,1,2,1,1,NA,NA,NA,NA,NA
454,3,11,25,27,31,9,12,3,2,1,2,5,7,23,38,38,48,33,35,36,30,37,33,24,29,31,13,28,13,14,11,11,11,8,16,9,7,3,6,3,1,2,1,1,NA,NA,NA,NA,NA,NA
455,3,1,2,3,9,11,14,17,28,31,40,33,28,34,50,34,37,36,33,28,23,31,26,21,18,17,29,17,11,18,7,4,4,7,7,3,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
456,1,1,1,1,8,9,21,32,41,49,55,39,39,31,30,37,26,29,25,27,18,30,17,18,16,20,14,8,10,11,8,7,6,14,5,3,5,4,7,2,1,1,2,1,NA,NA,NA,NA,NA,NA
457,1,1,2,2,5,6,19,19,26,23,24,30,34,30,43,35,35,24,26,28,25,22,20,17,6,8,16,10,12,8,10,5,6,5,1,3,1,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
458,1,1,11,11,25,41,45,29,24,26,29,37,36,34,31,40,27,25,28,21,29,27,33,29,19,20,12,10,8,3,9,1,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,8,5,17,17,14,17,21,22,30,35,31,33,36,28,22,16,16,14,15,15,13,25,20,18,17,16,18,18,13,12,16,8,13,9,17,8,8,8,9,6,16,7,9,3,6,4,2,3,1,NA
460,4,11,17,16,29,16,15,10,9,9,11,21,31,41,35,37,34,27,20,23,34,31,33,33,20,9,25,11,12,14,11,11,10,14,6,5,7,4,8,3,4,3,3,2,1,1,NA,NA,NA,NA
461,1,1,1,3,4,11,18,31,25,30,34,31,35,24,41,38,44,32,44,27,30,31,34,31,16,17,20,9,13,8,11,4,7,4,2,1,3,5,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA
462,2,3,17,18,19,18,21,12,6,3,3,6,8,17,28,35,29,47,40,43,45,36,25,30,33,16,16,16,19,15,20,17,10,13,5,9,8,5,2,4,7,2,1,1,1,NA,NA,NA,NA,NA
463,1,3,1,3,8,20,21,29,16,18,15,21,20,32,28,29,28,32,22,32,33,34,28,20,24,25,23,13,15,13,18,7,7,10,12,10,6,15,3,9,4,5,3,2,4,1,2,1,4,NA
464,3,3,15,11,15,22,31,36,22,33,40,35,37,42,38,39,36,26,31,28,26,30,13,24,11,13,16,10,10,5,7,10,3,3,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
465,1,2,2,5,9,12,22,32,24,31,31,30,28,30,26,31,30,38,38,29,40,31,34,14,18,18,14,14,14,5,5,6,9,6,6,13,9,2,6,4,1,5,3,2,1,1,NA,NA,NA,NA
466,1,1,1,1,6,19,36,25,20,13,9,21,29,43,36,39,32,26,23,23,25,22,22,32,28,32,25,24,15,15,9,12,14,11,6,7,7,6,4,4,1,2,1,1,1,NA,NA,NA,NA,NA
467,1,1,1,1,1,4,4,11,23,19,37,43,43,50,25,43,38,44,42,39,29,21,32,20,20,11,14,16,13,21,9,9,8,7,5,9,3,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,5,9,12,20,33,36,33,57,53,55,34,55,47,38,44,39,17,23,18,15,13,14,15,7,6,8,6,3,6,6,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1,5,9,14,24,31,32,31,26,26,29,17,23,30,41,29,35,43,26,36,26,33,22,15,13,10,10,19,7,9,9,5,6,5,6,3,6,4,6,3,1,4,2,1,1,1,NA,NA,NA,NA
470,1,1,1,1,2,8,9,25,23,27,34,38,33,33,25,29,49,44,40,45,32,30,28,27,16,15,19,20,15,18,10,7,5,4,4,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,1,1,5,4,9,10,12,14,20,14,24,28,26,25,20,33,33,19,35,26,38,21,24,19,18,17,12,10,11,9,5,11,8,7,8,2,3,4,2,2,1,2,2,1,1,1,NA,NA,NA,NA
472,5,6,6,16,34,45,47,38,34,45,34,38,38,28,33,30,29,33,28,22,16,19,22,8,14,11,6,10,5,2,4,5,8,4,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
473,2,5,2,1,9,4,17,17,16,25,26,38,41,31,34,29,26,26,24,27,19,18,27,20,25,26,24,22,15,14,22,11,13,6,10,12,5,7,6,2,6,7,3,4,1,2,1,2,NA,NA
474,2,1,2,6,11,17,21,27,15,17,16,38,30,39,37,35,17,26,24,13,26,29,27,33,39,33,23,18,11,8,13,6,3,6,6,11,10,10,10,6,3,5,2,1,NA,NA,NA,NA,NA,NA
475,1,1,1,1,1,1,3,7,12,26,29,42,34,35,34,29,35,29,27,49,45,35,42,33,21,22,9,11,14,15,18,11,8,9,18,6,3,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,1,8,24,30,35,16,4,2,2,2,4,4,11,30,39,50,34,35,27,30,32,29,34,29,33,31,17,15,11,12,9,9,8,14,8,4,9,6,4,12,5,3,4,1,1,2,1,NA,NA,NA
477,3,3,6,8,11,10,18,24,14,21,32,29,32,26,31,27,33,21,17,21,28,14,12,16,15,13,16,7,16,6,10,8,5,7,1,5,10,5,2,3,1,4,2,1,1,1,1,1,NA,NA
478,7,13,15,16,23,20,31,20,35,36,33,31,37,27,14,24,30,19,32,27,21,17,33,28,14,16,11,12,6,7,5,11,7,7,4,9,4,3,7,2,5,3,4,3,2,2,1,1,NA,NA
479,2,1,2,3,7,9,11,32,18,19,14,17,20,30,31,28,34,39,22,29,25,37,43,25,18,16,15,19,19,26,15,13,9,11,15,13,9,8,5,6,8,3,1,3,3,NA,NA,NA,NA,NA
480,2,7,19,24,23,19,16,4,4,3,4,7,21,19,26,34,34,41,27,34,32,36,32,25,32,26,20,16,15,9,17,23,9,7,10,7,10,6,10,7,2,7,4,1,1,1,1,1,NA,NA
481,1,2,2,1,13,19,26,35,32,39,39,31,38,42,39,28,30,30,29,32,23,24,24,19,23,23,7,9,6,7,4,6,6,5,10,7,4,1,6,3,1,3,1,1,1,NA,NA,NA,NA,NA
482,5,6,15,21,30,29,26,26,30,23,26,27,40,46,37,28,34,34,34,27,17,29,24,17,17,13,14,8,8,7,3,6,6,5,1,3,3,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
483,12,27,37,21,11,5,3,1,4,2,2,13,20,14,24,22,44,38,44,44,33,36,25,25,24,17,18,14,13,20,12,22,21,13,12,12,4,5,3,3,4,1,1,1,1,1,1,1,NA,NA
484,3,9,10,15,23,29,30,39,24,34,28,41,34,37,37,36,34,34,31,37,31,30,20,24,15,13,6,9,1,5,4,1,2,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,1,1,1,2,4,13,8,21,23,21,36,29,35,22,26,31,32,33,24,28,22,31,17,24,14,13,14,11,9,13,8,7,3,4,2,3,2,5,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
486,2,8,10,25,30,27,39,48,58,58,29,35,31,42,45,37,38,32,18,18,7,13,14,12,6,9,10,10,8,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,2,4,4,6,14,23,23,31,24,21,19,19,29,25,21,28,25,32,36,27,34,29,35,29,33,14,21,15,19,12,9,8,13,7,10,1,6,4,4,1,5,1,2,3,2,1,2,2,NA,NA
488,3,1,6,10,10,16,16,28,42,31,36,34,38,34,35,27,34,25,32,26,24,15,20,19,24,19,15,12,10,3,11,6,7,9,7,7,8,6,5,6,3,6,2,1,1,1,1,2,1,NA
489,14,33,42,24,4,2,5,7,22,43,54,68,28,34,20,21,21,25,33,24,19,26,23,15,19,15,17,9,15,10,6,6,8,4,3,1,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
490,1,1,1,4,7,7,18,21,29,36,27,28,34,27,29,28,36,29,38,26,23,15,17,23,21,14,16,11,7,6,7,5,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,1,1,2,2,6,15,24,27,26,38,29,36,31,30,25,31,29,48,36,29,34,37,26,18,23,12,15,9,6,7,6,11,12,4,4,8,6,4,6,3,3,3,1,2,1,1,NA,NA,NA,NA
492,11,20,44,73,60,62,49,48,43,36,28,22,22,21,11,11,10,7,2,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,2,1,2,7,14,22,53,48,55,50,46,49,51,38,45,52,27,30,15,14,18,21,12,12,7,4,6,8,3,5,1,3,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1,1,1,5,7,10,30,22,15,18,24,22,28,58,54,49,35,27,27,30,30,27,51,45,44,36,26,24,26,18,16,12,17,9,9,10,3,5,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
495,1,5,2,20,17,21,39,36,49,36,53,25,28,22,17,26,20,28,39,31,27,22,23,18,14,7,11,11,12,9,10,6,8,3,4,4,2,6,2,3,4,2,1,1,2,1,NA,NA,NA,NA
496,3,3,12,17,37,41,28,34,37,33,39,28,31,23,22,34,32,36,22,38,18,13,24,10,8,11,7,10,7,7,2,7,5,3,5,8,4,8,4,4,2,4,3,3,3,2,2,1,NA,NA
497,1,1,7,4,10,8,20,30,36,46,44,44,40,41,32,22,24,34,23,38,22,17,30,21,16,13,25,15,22,6,9,6,9,9,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,1,2,3,4,9,11,15,19,9,32,30,25,26,31,26,34,33,27,25,23,24,16,14,15,25,20,19,16,20,6,11,8,4,4,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,1,1,3,7,11,14,32,36,35,43,41,29,42,41,45,37,38,29,34,40,21,24,17,9,13,8,18,10,12,6,8,6,1,2,2,4,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,2,2,3,3,6,9,13,17,10,24,20,29,28,34,23,33,32,19,28,26,32,29,25,27,16,7,16,11,12,11,7,8,8,5,2,3,2,3,5,3,1,1,1,1,1,NA,NA,NA,NA,NA
501,3,1,1,1,9,13,12,19,23,29,19,24,34,30,33,28,18,28,25,31,19,27,25,24,8,22,22,11,8,8,10,6,4,4,6,2,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,2,7,37,53,88,80,67,62,49,51,49,45,32,28,13,16,10,7,9,6,7,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,1,1,3,6,18,29,33,35,52,35,53,54,47,31,36,31,38,38,44,31,19,19,10,17,9,10,7,7,2,4,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,2,3,3,14,20,30,30,42,55,55,50,49,47,35,33,34,32,30,16,16,13,15,12,9,7,10,6,9,8,5,6,5,6,3,2,2,6,4,2,1,1,1,1,1,2,2,NA,NA,NA,NA
505,1,1,1,2,5,11,15,20,32,40,42,52,36,40,26,24,29,29,15,23,29,29,24,22,20,21,20,14,13,13,14,6,5,9,11,4,9,4,3,1,5,2,3,1,1,1,NA,NA,NA,NA
506,2,4,2,15,18,31,36,40,51,50,38,32,29,23,25,22,17,28,18,29,28,18,18,16,15,17,12,9,12,6,7,9,6,6,9,3,4,5,2,5,3,6,2,1,1,NA,NA,NA,NA,NA
